course_title,platform,tags,level,rating,url
Introduction to Supply Chain Finance & Blockchain Technology,Coursera,FinTech  supply chain  BlockChain  reason  working capital  chaining  early adopter  trade finance  leverage (finance)  Finance business business-strategy,Advanced,4.7,https://www.coursera.org/learn/introduction-supply-chain-finance-blockchain-technology
Global Health Diplomacy,Coursera,Problem Solving  running  animal health  choice  Human Learning  Disease Management  in situ  prevention  must  bellman equation social-sciences governance-and-society,Beginner,4.5,https://www.coursera.org/learn/global-health-diplomacy
"Global Postharvest Loss Prevention: Fundamentals, Technologies, and Actors",Coursera,hazard analysis and critical control points  supply chain  food security  prevention  global  food technology  food science  agriculture  chaining  agricultural products physical-science-and-engineering environmental-science-and-sustainability,Advanced,4.8,https://www.coursera.org/learn/postharvest
Introductory Human Physiology,Coursera,endocrinology  organ system  Human Learning  biology  physiology  euler's totient function  human biology  biological anthropology  homeostasis  medicine life-sciences basic-science,Intermediate,4.7,https://www.coursera.org/learn/physiology
Creating a Personal Site with Gatsby,Coursera,personal advertisement  javascript syntax  Web Development  pageable memory  web  project  syntax  project mine  Javascript  template processor computer-science mobile-and-web-development,Beginner,4.7,https://www.coursera.org/learn/creating-personal-site-gatsby
Discrete Math and Analyzing Social Graphs,Coursera,categorization  Discrete Mathematics  Mathematics  graphs  probability  randomness  Graph Theory  probability theory  Combinatorics  experiment (probability theory) math-and-logic math-and-logic,Beginner,4.4,https://www.coursera.org/learn/discrete-math-and-analyzing-social-graphs
"Compare Inline, Internal, and External CSS",Coursera,ordered pair  CSS  internality  html  display devices  syntax  web  menu bar  externality  web page computer-science mobile-and-web-development,Beginner,4.8,https://www.coursera.org/learn/compare-inline-internal-external-css
Data Visualization with Python,Coursera,Heat Map  Correlation And Dependence  project  Deep Learning  numbers (spreadsheet)  Data Visualization  web  c++  Python Programming  graphs computer-science software-development,Beginner,4.6,https://www.coursera.org/learn/data-visualization-with-python
Creating Interactive Learning Videos with Edpuzzle,Coursera,education  project  principles of learning  interactive learning  english language  interactivity  project mine  flipping  gamification of learning  online learning social-sciences education,Beginner,4.8,https://www.coursera.org/learn/creating-interactive-learning-videos-edpuzzle
Introduction to Neurohacking In R,Coursera,image registration  wrapper function  fmri  cerebrospinal fluid  R Programming  euler's totient function  image processing  neuroimaging  Computer Programming  neuroscience data-science data-analysis,Advanced,4.7,https://www.coursera.org/learn/neurohacking
Intro to Acoustics (Part 1),Coursera,energy  acoustics  biology  Audio Engineering  boundary element method  Scaling  risk-neutral measure  xojo  measurement  sound physical-science-and-engineering mechanical-engineering,Intermediate,4.4,https://www.coursera.org/learn/intro-to-acoustics
Financial Engineering and Risk Management Part II,Coursera,Risk Management  capital market  Leadership and Management  financial engineering  value at risk  efficient frontier  real options  Finance  derivative  Risk business finance,Advanced,4.7,https://www.coursera.org/learn/financial-engineering-2
Cybersecurity Capstone:  Breach Response Case Studies,Coursera,penetration test  ordered pair  data breaches  technical support  breach (security exploit)  Computer Security Incident Management  security  case study  Network Security  ransomware information-technology security,Beginner,4.7,https://www.coursera.org/learn/ibm-cybersecurity-breach-case-studies
Cybersecurity Capstone:  Breach Response Case Studies,Coursera,penetration test  ordered pair  data breaches  technical support  breach (security exploit)  Computer Security Incident Management  security  case study  Network Security  ransomware information-technology security,Beginner,4.7,https://www.coursera.org/learn/ibm-cybersecurity-breach-case-studies
Mind of the Universe: Science in Progress,Coursera,interview  peering  facilitation  maximization (psychology)  physics experiments  trial and error  hypnosis  observation  online research methods  comfort arts-and-humanities philosophy,Advanced,4.8,https://www.coursera.org/learn/mind-of-the-universe-science-in-progress
Mathematical Game Theory,Coursera,bargaining  probability  minimax  mathematical optimization  Mathematical Theory & Analysis  Strategy  exercise  opinion  Continuous Function  Game Theory math-and-logic math-and-logic,Advanced,3.7,https://www.coursera.org/learn/mathematical-game-theory
Business Model Canvas,Coursera,message  modeling  Strategy  value proposition  proposition  project  Planning  business plan  revenue  cost business leadership-and-management,Beginner,4.0,https://www.coursera.org/learn/business-model-canva
Social Computing,Coursera,Machine Learning  User Experience  interaction design  Market Research  Experimental Design  Map  social computing  user interface  Human Computer Interaction  User Research social-sciences governance-and-society,Advanced,4.4,https://www.coursera.org/learn/social-computing
Capital Markets and Financial Institutions � How to Survive Them,Coursera,investment banking  market liquidity  Banking  investment  financial institution  bond market  expected utility hypothesis  Finance  capital market  asset business finance,Intermediate,4.5,https://www.coursera.org/learn/capital-markets-and-financial-institutions
Build a Guessing Game Application using C++,Coursera,career  method (computer programming)  device drivers  project  project mine  compiler  text editors  path (variable)  career counseling  language computer-science software-development,Conversant,0.0,https://www.coursera.org/learn/build-game-application-using-cpp
From Disease to Genes and Back,Coursera,genetics  Cancer  cystic fibrosis  disease  gene  Human Genetics  population genetics  genomics  medical genetics  biology life-sciences basic-science,Intermediate,4.6,https://www.coursera.org/learn/disease-genes
Introduction into General Theory of Relativity,Coursera,theory of relativity  astronomy  tailored access operations  classical mechanics  approximation  quantum mechanics  quantum computing  relative change and difference  physics  euler's totient function physical-science-and-engineering physics-and-astronomy,Advanced,4.6,https://www.coursera.org/learn/general-relativity
"Managerial Accounting: Cost Behaviors, Systems, and Analysis",Coursera,cost  Cost Accounting  Accounting  Operations Management  manufacturing process management  Management Accounting  Activity Based Costing  analysis  break-even  Leadership and Management business finance,Intermediate,4.7,https://www.coursera.org/learn/accounting-for-managers
Investment Strategy,Coursera,real estate investing  funds  investment banking  asset allocation  investment strategy  index fund  investment  Strategy  asset  hedge (finance) business finance,Beginner,4.0,https://www.coursera.org/learn/investment-philosophy
Generate Synthetic Images with DCGANs in Keras,Coursera,Python Programming  Tensorflow  probability density function  front and back ends  Machine Learning  Keras  Generative Model  Deep Learning  modeling  Artificial Neural Networks data-science machine-learning,Beginner,4.5,https://www.coursera.org/learn/generative-adversarial-networks-keras
